Software | Software engineering | http://edamontology.org/topic_3372 | NO | LABEL | INEXACT | TOPIC || 0.42105263157894735 | 0.42105263157894735 | 0.42105263157894735
StructuralEquationModels | Statistical estimate score | http://edamontology.org/data_0951 | NO | LABEL | INEXACT | DATA || 0.5833333333333333 | 0.0 | 0.38888888888888884
SupportVectorMachine | Statistical calculation | http://edamontology.org/operation_2238 | NO | LABEL | INEXACT | OPERATION || 0.5909090909090908 | 0.0 | 0.39393939393939387
Survival | Statistical calculation | http://edamontology.org/operation_2238 | NO | LABEL | INEXACT | OPERATION || 0.5909090909090908 | 0.0 | 0.39393939393939387
TimeCourse | Statistical calculation | http://edamontology.org/operation_2238 | NO | LABEL | INEXACT | OPERATION || 0.5909090909090908 | 0.0 | 0.39393939393939387
ThirdPartyClient | Structure | http://edamontology.org/data_0883 | NO | LABEL | INEXACT | DATA || 0.6428571428571428 | 0.6428571428571428 | 0.6428571428571428
ThirdPartyClient | RNA structure | http://edamontology.org/topic_0097 | NO | LABEL | INEXACT | TOPIC || 0.7857142857142857 | 0.0 | 0.5238095238095238
ThirdPartyClient | Protein secondary structure | http://edamontology.org/operation_2488 | NO | LABEL | INEXACT | OPERATION || 0.48 | 0.0 | 0.32
DataImport | Structure | http://edamontology.org/data_0883 | NO | LABEL | INEXACT | DATA || 0.6428571428571428 | 0.6428571428571428 | 0.6428571428571428
DataImport | RNA structure | http://edamontology.org/topic_0097 | NO | LABEL | INEXACT | TOPIC || 0.7857142857142857 | 0.0 | 0.5238095238095238
DataImport | Matrix format | http://edamontology.org/format_3033 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
DataImport | Data deposition | http://edamontology.org/operation_3431 | NO | EXACT_SYNONYM | INEXACT | OPERATION || 0.5 | 0.0 | 0.3333333333333333
DataRepresentation | Structure | http://edamontology.org/data_0883 | NO | LABEL | INEXACT | DATA || 0.6428571428571428 | 0.6428571428571428 | 0.6428571428571428
DataRepresentation | RNA structure | http://edamontology.org/topic_0097 | NO | LABEL | INEXACT | TOPIC || 0.7857142857142857 | 0.0 | 0.5238095238095238
DataRepresentation | Data deposition | http://edamontology.org/operation_3431 | NO | EXACT_SYNONYM | INEXACT | OPERATION || 0.6111111111111112 | 0.0 | 0.40740740740740744
GUI | Structure | http://edamontology.org/data_0883 | NO | LABEL | INEXACT | DATA || 0.6428571428571428 | 0.6428571428571428 | 0.6428571428571428
GUI | RNA structure | http://edamontology.org/topic_0097 | NO | LABEL | INEXACT | TOPIC || 0.7857142857142857 | 0.0 | 0.5238095238095238
GUI | Protein secondary structure | http://edamontology.org/operation_2488 | NO | LABEL | INEXACT | OPERATION || 0.48 | 0.0 | 0.32
DNASeq | Sequencing | http://edamontology.org/topic_3168 | NO | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
DNASeq | dna | http://edamontology.org/format_1212 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.5 | 0.5
DNASeq | DNA sequences | http://edamontology.org/data_3495 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.5 | 0.5 | 0.5
DNASeq | Sequence mapping | http://edamontology.org/operation_2871 | NO | LABEL | INEXACT | OPERATION || 0.6666666666666667 | 0.0 | 0.4444444444444445
RNASeq | Sequencing | http://edamontology.org/topic_3168 | NO | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
RNASeq | Sequences | http://edamontology.org/data_2044 | NO | LABEL | INEXACT | DATA || 0.7 | 0.0 | 0.4666666666666666
RNASeq | Sequence mapping | http://edamontology.org/operation_2871 | NO | LABEL | INEXACT | OPERATION || 0.6666666666666667 | 0.0 | 0.4444444444444445
RNASeq | refseqp | http://edamontology.org/format_1958 | NO | LABEL | INEXACT | FORMAT || 0.5714285714285714 | 0.0 | 0.38095238095238093
ChIPSeq | Sequencing | http://edamontology.org/topic_3168 | NO | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
ChIPSeq | Sequences | http://edamontology.org/data_2044 | NO | LABEL | INEXACT | DATA || 0.7 | 0.0 | 0.4666666666666666
ChIPSeq | Sequence mapping | http://edamontology.org/operation_2871 | NO | LABEL | INEXACT | OPERATION || 0.6666666666666667 | 0.0 | 0.4444444444444445
ChIPSeq | Sequence range format | http://edamontology.org/format_2078 | NO | LABEL | INEXACT | FORMAT || 0.4736842105263158 | 0.0 | 0.31578947368421056
RIPSeq | Sequencing | http://edamontology.org/topic_3168 | NO | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
RIPSeq | Sequences | http://edamontology.org/data_2044 | NO | LABEL | INEXACT | DATA || 0.7 | 0.0 | 0.4666666666666666
RIPSeq | Sequence mapping | http://edamontology.org/operation_2871 | NO | LABEL | INEXACT | OPERATION || 0.6666666666666667 | 0.0 | 0.4444444444444445
RIPSeq | refseqp | http://edamontology.org/format_1958 | NO | LABEL | INEXACT | FORMAT || 0.5714285714285714 | 0.0 | 0.38095238095238093
MethylSeq | Sequencing | http://edamontology.org/topic_3168 | NO | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
MethylSeq | Sequences | http://edamontology.org/data_2044 | NO | LABEL | INEXACT | DATA || 0.7 | 0.0 | 0.4666666666666666
MethylSeq | Sequence mapping | http://edamontology.org/operation_2871 | NO | LABEL | INEXACT | OPERATION || 0.6666666666666667 | 0.0 | 0.4444444444444445
MethylSeq | mega-seq | http://edamontology.org/format_1946 | NO | LABEL | INEXACT | FORMAT || 0.5555555555555556 | 0.0 | 0.3703703703703704
ExomeSeq | Sequencing | http://edamontology.org/topic_3168 | NO | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
ExomeSeq | Sequences | http://edamontology.org/data_2044 | NO | LABEL | INEXACT | DATA || 0.7 | 0.0 | 0.4666666666666666
ExomeSeq | Sequence mapping | http://edamontology.org/operation_2871 | NO | LABEL | INEXACT | OPERATION || 0.6666666666666667 | 0.0 | 0.4444444444444445
ExomeSeq | nexus-seq | http://edamontology.org/format_1949 | NO | LABEL | INEXACT | FORMAT || 0.5555555555555556 | 0.0 | 0.3703703703703704
miRNA | Sequence annotation | http://edamontology.org/operation_0361 | NO | LABEL | EXACT | OPERATION || 1.0 | 1.0 | 1.0
miRNA | Sequencing | http://edamontology.org/topic_3168 | NO | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
miRNA | miRNA ID | http://edamontology.org/data_2642 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.7142857142857143 | 0.7142857142857143 | 0.7142857142857143
miRNA | rna | http://edamontology.org/format_1213 | NO | LABEL | INEXACT | FORMAT || 0.6 | 0.6 | 0.6
SangerSeq | Sequencing | http://edamontology.org/topic_3168 | NO | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
SangerSeq | Sequences | http://edamontology.org/data_2044 | NO | LABEL | INEXACT | DATA || 0.7 | 0.0 | 0.4666666666666666
SangerSeq | Sequence mapping | http://edamontology.org/operation_2871 | NO | LABEL | INEXACT | OPERATION || 0.6666666666666667 | 0.0 | 0.4444444444444445
SangerSeq | geneseq | http://edamontology.org/format_2186 | NO | LABEL | INEXACT | FORMAT || 0.5555555555555556 | 0.0 | 0.3703703703703704
SmallRNA | Sequencing | http://edamontology.org/topic_3168 | NO | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
SmallRNA | Sequences | http://edamontology.org/data_2044 | NO | LABEL | INEXACT | DATA || 0.7 | 0.0 | 0.4666666666666666
SmallRNA | Sequence mapping | http://edamontology.org/operation_2871 | NO | LABEL | INEXACT | OPERATION || 0.6666666666666667 | 0.0 | 0.4444444444444445
SmallRNA | Sequence range format | http://edamontology.org/format_2078 | NO | LABEL | INEXACT | FORMAT || 0.4736842105263158 | 0.0 | 0.31578947368421056
Microbiome | Sequencing | http://edamontology.org/topic_3168 | NO | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
Microbiome | Sequences | http://edamontology.org/data_2044 | NO | LABEL | INEXACT | DATA || 0.7 | 0.0 | 0.4666666666666666
Microbiome | Sequence mapping | http://edamontology.org/operation_2871 | NO | LABEL | INEXACT | OPERATION || 0.6666666666666667 | 0.0 | 0.4444444444444445
Microbiome | Sequence range format | http://edamontology.org/format_2078 | NO | LABEL | INEXACT | FORMAT || 0.4736842105263158 | 0.0 | 0.31578947368421056
WholeGenome | Sequencing | http://edamontology.org/topic_3168 | NO | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
WholeGenome | Sequences | http://edamontology.org/data_2044 | NO | LABEL | INEXACT | DATA || 0.7 | 0.0 | 0.4666666666666666
WholeGenome | Sequence mapping | http://edamontology.org/operation_2871 | NO | LABEL | INEXACT | OPERATION || 0.6666666666666667 | 0.0 | 0.4444444444444445
WholeGenome | Sequence range format | http://edamontology.org/format_2078 | NO | LABEL | INEXACT | FORMAT || 0.4736842105263158 | 0.0 | 0.31578947368421056
DenovoGenome | Sequencing | http://edamontology.org/topic_3168 | NO | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
DenovoGenome | Sequences | http://edamontology.org/data_2044 | NO | LABEL | INEXACT | DATA || 0.7 | 0.0 | 0.4666666666666666
DenovoGenome | Sequence mapping | http://edamontology.org/operation_2871 | NO | LABEL | INEXACT | OPERATION || 0.6666666666666667 | 0.0 | 0.4444444444444445
DenovoGenome | Sequence range format | http://edamontology.org/format_2078 | NO | LABEL | INEXACT | FORMAT || 0.4736842105263158 | 0.0 | 0.31578947368421056
TargetedResequencing | Sequencing | http://edamontology.org/topic_3168 | NO | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
TargetedResequencing | Sequences | http://edamontology.org/data_2044 | NO | LABEL | INEXACT | DATA || 0.7 | 0.0 | 0.4666666666666666
TargetedResequencing | Sequence mapping | http://edamontology.org/operation_2871 | NO | LABEL | INEXACT | OPERATION || 0.6666666666666667 | 0.0 | 0.4444444444444445
TargetedResequencing | Sequence range format | http://edamontology.org/format_2078 | NO | LABEL | INEXACT | FORMAT || 0.4736842105263158 | 0.0 | 0.31578947368421056
DenovoTranscriptome | Sequencing | http://edamontology.org/topic_3168 | NO | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
DenovoTranscriptome | Sequences | http://edamontology.org/data_2044 | NO | LABEL | INEXACT | DATA || 0.7 | 0.0 | 0.4666666666666666
DenovoTranscriptome | Sequence mapping | http://edamontology.org/operation_2871 | NO | LABEL | INEXACT | OPERATION || 0.6666666666666667 | 0.0 | 0.4444444444444445
DenovoTranscriptome | Sequence range format | http://edamontology.org/format_2078 | NO | LABEL | INEXACT | FORMAT || 0.4736842105263158 | 0.0 | 0.31578947368421056
MicrobialStrain | Sequencing | http://edamontology.org/topic_3168 | NO | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
MicrobialStrain | Sequences | http://edamontology.org/data_2044 | NO | LABEL | INEXACT | DATA || 0.7 | 0.0 | 0.4666666666666666
MicrobialStrain | Sequence mapping | http://edamontology.org/operation_2871 | NO | LABEL | INEXACT | OPERATION || 0.6666666666666667 | 0.0 | 0.4444444444444445
MicrobialStrain | Sequence range format | http://edamontology.org/format_2078 | NO | LABEL | INEXACT | FORMAT || 0.4736842105263158 | 0.0 | 0.31578947368421056
HiC | Sequencing | http://edamontology.org/topic_3168 | NO | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
HiC | Sequences | http://edamontology.org/data_2044 | NO | LABEL | INEXACT | DATA || 0.7 | 0.0 | 0.4666666666666666
HiC | Sequence mapping | http://edamontology.org/operation_2871 | NO | LABEL | INEXACT | OPERATION || 0.6666666666666667 | 0.0 | 0.4444444444444445
HiC | Sequence range format | http://edamontology.org/format_2078 | NO | LABEL | INEXACT | FORMAT || 0.4736842105263158 | 0.0 | 0.31578947368421056
MultiChannel | Microarrays | http://edamontology.org/topic_0200 | YES | LABEL | INEXACT | TOPIC || 0.9090909090909091 | 0.9090909090909091 | 0.9090909090909091
MultiChannel | Microarray metadata | http://edamontology.org/data_3115 | NO | LABEL | INEXACT | DATA || 0.5555555555555556 | 0.5555555555555556 | 0.5555555555555556
MultiChannel | Microarray view rendering | http://edamontology.org/operation_2936 | NO | LABEL | INEXACT | OPERATION || 0.4347826086956522 | 0.4347826086956522 | 0.43478260869565216
MultiChannel | Microarray experiment data format | http://edamontology.org/format_2056 | NO | LABEL | INEXACT | FORMAT || 0.33333333333333337 | 0.33333333333333337 | 0.3333333333333333
OneChannel | Microarrays | http://edamontology.org/topic_0200 | YES | LABEL | INEXACT | TOPIC || 0.9090909090909091 | 0.9090909090909091 | 0.9090909090909091
OneChannel | Microarray metadata | http://edamontology.org/data_3115 | NO | LABEL | INEXACT | DATA || 0.5555555555555556 | 0.5555555555555556 | 0.5555555555555556
OneChannel | Microarray view rendering | http://edamontology.org/operation_2936 | NO | LABEL | INEXACT | OPERATION || 0.4347826086956522 | 0.4347826086956522 | 0.43478260869565216
OneChannel | Microarray experiment data format | http://edamontology.org/format_2056 | NO | LABEL | INEXACT | FORMAT || 0.33333333333333337 | 0.33333333333333337 | 0.3333333333333333
TwoChannel | Microarrays | http://edamontology.org/topic_0200 | YES | LABEL | INEXACT | TOPIC || 0.9090909090909091 | 0.9090909090909091 | 0.9090909090909091
TwoChannel | Microarray metadata | http://edamontology.org/data_3115 | NO | LABEL | INEXACT | DATA || 0.5555555555555556 | 0.5555555555555556 | 0.5555555555555556
TwoChannel | Microarray view rendering | http://edamontology.org/operation_2936 | NO | LABEL | INEXACT | OPERATION || 0.4347826086956522 | 0.4347826086956522 | 0.43478260869565216
TwoChannel | Microarray experiment data format | http://edamontology.org/format_2056 | NO | LABEL | INEXACT | FORMAT || 0.33333333333333337 | 0.33333333333333337 | 0.3333333333333333
MethylationArray | Microarrays | http://edamontology.org/topic_0200 | YES | LABEL | INEXACT | TOPIC || 0.9090909090909091 | 0.9090909090909091 | 0.9090909090909091
MethylationArray | Microarray metadata | http://edamontology.org/data_3115 | NO | LABEL | INEXACT | DATA || 0.5555555555555556 | 0.5555555555555556 | 0.5555555555555556
MethylationArray | Microarray view rendering | http://edamontology.org/operation_2936 | NO | LABEL | INEXACT | OPERATION || 0.4347826086956522 | 0.4347826086956522 | 0.43478260869565216
MethylationArray | Microarray experiment data format | http://edamontology.org/format_2056 | NO | LABEL | INEXACT | FORMAT || 0.33333333333333337 | 0.33333333333333337 | 0.3333333333333333
GenotypingArray | Microarrays | http://edamontology.org/topic_0200 | YES | LABEL | INEXACT | TOPIC || 0.9090909090909091 | 0.9090909090909091 | 0.9090909090909091
GenotypingArray | Genotyping | http://edamontology.org/operation_3196 | NO | LABEL | INEXACT | OPERATION || 0.6666666666666667 | 0.6666666666666667 | 0.6666666666666666
GenotypingArray | Microarray metadata | http://edamontology.org/data_3115 | NO | LABEL | INEXACT | DATA || 0.5555555555555556 | 0.5555555555555556 | 0.5555555555555556
GenotypingArray | Microarray experiment data format | http://edamontology.org/format_2056 | NO | LABEL | INEXACT | FORMAT || 0.33333333333333337 | 0.33333333333333337 | 0.3333333333333333
MicroRNAArray | Microarrays | http://edamontology.org/topic_0200 | YES | LABEL | INEXACT | TOPIC || 0.9090909090909091 | 0.9090909090909091 | 0.9090909090909091
MicroRNAArray | Microarray metadata | http://edamontology.org/data_3115 | NO | LABEL | INEXACT | DATA || 0.5555555555555556 | 0.5555555555555556 | 0.5555555555555556
MicroRNAArray | Microarray view rendering | http://edamontology.org/operation_2936 | NO | LABEL | INEXACT | OPERATION || 0.4347826086956522 | 0.4347826086956522 | 0.43478260869565216
MicroRNAArray | Microarray experiment data format | http://edamontology.org/format_2056 | NO | LABEL | INEXACT | FORMAT || 0.33333333333333337 | 0.33333333333333337 | 0.3333333333333333
mRNAMicroarray | Microarrays | http://edamontology.org/topic_0200 | YES | LABEL | INEXACT | TOPIC || 0.9090909090909091 | 0.9090909090909091 | 0.9090909090909091
mRNAMicroarray | Microarray metadata | http://edamontology.org/data_3115 | NO | LABEL | INEXACT | DATA || 0.5555555555555556 | 0.5555555555555556 | 0.5555555555555556
mRNAMicroarray | Microarray view rendering | http://edamontology.org/operation_2936 | NO | LABEL | INEXACT | OPERATION || 0.4347826086956522 | 0.4347826086956522 | 0.43478260869565216
mRNAMicroarray | Microarray experiment data format | http://edamontology.org/format_2056 | NO | LABEL | INEXACT | FORMAT || 0.33333333333333337 | 0.33333333333333337 | 0.3333333333333333
ChipOnChip | Microarrays | http://edamontology.org/topic_0200 | YES | LABEL | INEXACT | TOPIC || 0.9090909090909091 | 0.9090909090909091 | 0.9090909090909091
ChipOnChip | Microarray metadata | http://edamontology.org/data_3115 | NO | LABEL | INEXACT | DATA || 0.5555555555555556 | 0.5555555555555556 | 0.5555555555555556
ChipOnChip | Microarray view rendering | http://edamontology.org/operation_2936 | NO | LABEL | INEXACT | OPERATION || 0.4347826086956522 | 0.4347826086956522 | 0.43478260869565216
ChipOnChip | Microarray experiment data format | http://edamontology.org/format_2056 | NO | LABEL | INEXACT | FORMAT || 0.33333333333333337 | 0.33333333333333337 | 0.3333333333333333
ReversePhaseProteinArray | Microarrays | http://edamontology.org/topic_0200 | YES | LABEL | INEXACT | TOPIC || 0.9090909090909091 | 0.9090909090909091 | 0.9090909090909091
ReversePhaseProteinArray | Microarray metadata | http://edamontology.org/data_3115 | NO | LABEL | INEXACT | DATA || 0.5555555555555556 | 0.5555555555555556 | 0.5555555555555556
ReversePhaseProteinArray | Microarray view rendering | http://edamontology.org/operation_2936 | NO | LABEL | INEXACT | OPERATION || 0.4347826086956522 | 0.4347826086956522 | 0.43478260869565216
ReversePhaseProteinArray | Microarray experiment data format | http://edamontology.org/format_2056 | NO | LABEL | INEXACT | FORMAT || 0.33333333333333337 | 0.33333333333333337 | 0.3333333333333333
TissueMicroarray | Microarrays | http://edamontology.org/topic_0200 | YES | LABEL | INEXACT | TOPIC || 0.9090909090909091 | 0.9090909090909091 | 0.9090909090909091
TissueMicroarray | Microarray metadata | http://edamontology.org/data_3115 | NO | LABEL | INEXACT | DATA || 0.5555555555555556 | 0.5555555555555556 | 0.5555555555555556
TissueMicroarray | Microarray view rendering | http://edamontology.org/operation_2936 | NO | LABEL | INEXACT | OPERATION || 0.4347826086956522 | 0.4347826086956522 | 0.43478260869565216
TissueMicroarray | Microarray experiment data format | http://edamontology.org/format_2056 | NO | LABEL | INEXACT | FORMAT || 0.33333333333333337 | 0.33333333333333337 | 0.3333333333333333
ProprietaryPlatforms | Microarrays | http://edamontology.org/topic_0200 | YES | LABEL | INEXACT | TOPIC || 0.9090909090909091 | 0.9090909090909091 | 0.9090909090909091
ProprietaryPlatforms | Microarray metadata | http://edamontology.org/data_3115 | NO | LABEL | INEXACT | DATA || 0.5555555555555556 | 0.5555555555555556 | 0.5555555555555556
ProprietaryPlatforms | Microarray view rendering | http://edamontology.org/operation_2936 | NO | LABEL | INEXACT | OPERATION || 0.4347826086956522 | 0.4347826086956522 | 0.43478260869565216
ProprietaryPlatforms | Microarray experiment data format | http://edamontology.org/format_2056 | NO | LABEL | INEXACT | FORMAT || 0.33333333333333337 | 0.33333333333333337 | 0.3333333333333333
ImagingMassSpectrometry | Mass spectrometry | http://edamontology.org/topic_0134 | NO | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
ImagingMassSpectrometry | Mass spectrometry spectra | http://edamontology.org/data_0943 | NO | LABEL | INEXACT | DATA || 0.6956521739130435 | 0.6956521739130435 | 0.6956521739130435
Epigenetics | Epigenetics | http://edamontology.org/topic_3295 | NO | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
Epigenetics | EcoGene ID | http://edamontology.org/data_1795 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.5454545454545454 | 0.0 | 0.3636363636363636
MultipleSequenceAlignment | Alignment | http://edamontology.org/operation_2928 | NO | LABEL | EXACT | OPERATION || 1.0 | 1.0 | 1.0
MultipleSequenceAlignment | Alignment | http://edamontology.org/topic_0083 | YES | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
MultipleSequenceAlignment | Alignment | http://edamontology.org/data_1916 | NO | LABEL | EXACT | DATA || 1.0 | 1.0 | 1.0
MultipleSequenceAlignment | Alignment format | http://edamontology.org/format_1921 | NO | LABEL | INEXACT | FORMAT || 0.6 | 0.6 | 0.6
GO | GO | http://edamontology.org/data_1716 | YES | LABEL | EXACT | DATA || 1.0 | 1.0 | 1.0
GO | Signaling pathways | http://edamontology.org/topic_0754 | NO | LABEL | INEXACT | TOPIC || 0.47058823529411764 | 0.47058823529411764 | 0.4705882352941176
GO | Pathway simulation | http://edamontology.org/operation_3562 | NO | LABEL | INEXACT | OPERATION || 0.47058823529411764 | 0.47058823529411764 | 0.4705882352941176
GO | Panther Pathways entry format | http://edamontology.org/format_1655 | YES | LABEL | INEXACT | FORMAT || 0.3076923076923077 | 0.3076923076923077 | 0.3076923076923077
KEGG | Pathway | http://edamontology.org/data_2600 | NO | LABEL | INEXACT | DATA || 0.875 | 0.875 | 0.875
KEGG | Signaling pathways | http://edamontology.org/topic_0754 | NO | LABEL | INEXACT | TOPIC || 0.47058823529411764 | 0.47058823529411764 | 0.4705882352941176
KEGG | Pathway simulation | http://edamontology.org/operation_3562 | NO | LABEL | INEXACT | OPERATION || 0.47058823529411764 | 0.47058823529411764 | 0.4705882352941176
KEGG | mega | http://edamontology.org/format_1991 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
Reactome | Pathway | http://edamontology.org/data_2600 | NO | LABEL | INEXACT | DATA || 0.875 | 0.875 | 0.875
Reactome | Signaling pathways | http://edamontology.org/topic_0754 | NO | LABEL | INEXACT | TOPIC || 0.47058823529411764 | 0.47058823529411764 | 0.4705882352941176
Reactome | Pathway simulation | http://edamontology.org/operation_3562 | NO | LABEL | INEXACT | OPERATION || 0.47058823529411764 | 0.47058823529411764 | 0.4705882352941176
Reactome | Panther Pathways entry format | http://edamontology.org/format_1655 | YES | LABEL | INEXACT | FORMAT || 0.3076923076923077 | 0.3076923076923077 | 0.3076923076923077
BioCarta | Pathway | http://edamontology.org/data_2600 | NO | LABEL | INEXACT | DATA || 0.875 | 0.875 | 0.875
BioCarta | Signaling pathways | http://edamontology.org/topic_0754 | NO | LABEL | INEXACT | TOPIC || 0.47058823529411764 | 0.47058823529411764 | 0.4705882352941176
BioCarta | Pathway simulation | http://edamontology.org/operation_3562 | NO | LABEL | INEXACT | OPERATION || 0.47058823529411764 | 0.47058823529411764 | 0.4705882352941176
BioCarta | BioPAX | http://edamontology.org/format_3156 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
NCINatureCurated | Pathway | http://edamontology.org/data_2600 | NO | LABEL | INEXACT | DATA || 0.875 | 0.875 | 0.875
NCINatureCurated | Signaling pathways | http://edamontology.org/topic_0754 | NO | LABEL | INEXACT | TOPIC || 0.47058823529411764 | 0.47058823529411764 | 0.4705882352941176
NCINatureCurated | Pathway simulation | http://edamontology.org/operation_3562 | NO | LABEL | INEXACT | OPERATION || 0.47058823529411764 | 0.47058823529411764 | 0.4705882352941176
NCINatureCurated | Panther Pathways entry format | http://edamontology.org/format_1655 | YES | LABEL | INEXACT | FORMAT || 0.3076923076923077 | 0.3076923076923077 | 0.3076923076923077
Network | Network | http://edamontology.org/data_2600 | NO | EXACT_SYNONYM | EXACT | DATA || 1.0 | 1.0 | 1.0
Network | Genome visualisation | http://edamontology.org/operation_3208 | NO | LABEL | INEXACT | OPERATION || 0.631578947368421 | 0.0 | 0.42105263157894735
Network | newick | http://edamontology.org/format_1910 | NO | LABEL | INEXACT | FORMAT || 0.5714285714285714 | 0.0 | 0.38095238095238093
Network | VNTR annotation | http://edamontology.org/topic_2867 | NO | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
Anopheles_gambiae | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Anopheles_gambiae | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Apis_mellifera | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Apis_mellifera | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Arabidopsis_lyrata | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Arabidopsis_lyrata | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Arabidopsis_thaliana | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Arabidopsis_thaliana | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Bacillus_subtilis | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Bacillus_subtilis | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Bos_taurus | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Bos_taurus | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Caenorhabditis_elegans | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Caenorhabditis_elegans | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Canis_familiaris | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Canis_familiaris | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Ciona_intestinalis | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Ciona_intestinalis | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Danio_rerio | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Danio_rerio | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Drosophila_melanogaster | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Drosophila_melanogaster | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Eremothecium_gossypii | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
