Software | Software engineering | http://edamontology.org/topic_3372 | NO | LABEL | INEXACT | TOPIC || 0.42105263157894735 | 0.42105263157894735 | 0.42105263157894735
Apis_mellifera | Misspelling | http://edamontology.org/data_1878 | YES | LABEL | INEXACT | DATA || 0.4285714285714286 | 0.0 | 0.28571428571428575
Arabidopsis_lyrata | Arabidopsis | http://edamontology.org/topic_0786 | YES | LABEL | INEXACT | TOPIC || 0.6111111111111112 | 0.6111111111111112 | 0.6111111111111112
Arabidopsis_thaliana | Arabidopsis | http://edamontology.org/topic_0786 | YES | LABEL | INEXACT | TOPIC || 0.55 | 0.55 | 0.55
Bacillus_subtilis | Gene name (Bacillus subtilis) | http://edamontology.org/data_1793 | YES | LABEL | INEXACT | DATA || 0.5769230769230769 | 0.0 | 0.3846153846153846
Bos_taurus | Job status | http://edamontology.org/data_1675 | YES | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
Caenorhabditis_elegans | Health and disease | http://edamontology.org/topic_3063 | NO | EXACT_SYNONYM | INEXACT | TOPIC || 0.36363636363636365 | 0.0 | 0.24242424242424243
Canis_familiaris | Gene families | http://edamontology.org/topic_0623 | NO | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
Canis_familiaris | Ensembl ID ('Canis familiaris') | http://edamontology.org/data_2673 | YES | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
Ciona_intestinalis | Ensembl ID ('Ciona intestinalis') | http://edamontology.org/data_2675 | YES | LABEL | INEXACT | DATA || 0.5333333333333333 | 0.0 | 0.35555555555555557
Danio_rerio | Coding region | http://edamontology.org/data_1313 | YES | LABEL | INEXACT | DATA || 0.41666666666666663 | 0.0 | 0.27777777777777773
Drosophila_melanogaster | Transcriptional regulatory sites | http://edamontology.org/topic_0749 | NO | NARROW_SYNONYM | INEXACT | TOPIC || 0.4 | 0.0 | 0.26666666666666666
Eremothecium_gossypii | Molecule type | http://edamontology.org/data_0985 | YES | LABEL | INEXACT | DATA || 0.33333333333333337 | 0.0 | 0.22222222222222224
Escherichia_coli | Nucleic acids | http://edamontology.org/topic_0077 | NO | LABEL | INEXACT | TOPIC || 0.375 | 0.0 | 0.25
Gallus_gallus | Ensembl ID ('Gallus gallus') | http://edamontology.org/data_2682 | YES | LABEL | INEXACT | DATA || 0.43999999999999995 | 0.0 | 0.2933333333333333
Gasterosteus_aculeatus | Ensembl ID ('Gasterosteus aculeatus') | http://edamontology.org/data_2683 | YES | LABEL | INEXACT | DATA || 0.5882352941176471 | 0.0 | 0.39215686274509803
Glycine_max | Gene map | http://edamontology.org/data_1285 | NO | LABEL | INEXACT | DATA || 0.4545454545454546 | 0.0 | 0.30303030303030304
Homo_sapiens | Ensembl ID (Homo sapiens) | http://edamontology.org/data_2671 | YES | LABEL | INEXACT | DATA || 0.4545454545454546 | 0.0 | 0.30303030303030304
Hordeum_vulgare | Hypertext Markup Language | http://edamontology.org/format_2331 | NO | EXACT_SYNONYM | INEXACT | FORMAT || 0.3913043478260869 | 0.0 | 0.2608695652173913
Kluyveromyces_lactis | Invertebrates | http://edamontology.org/topic_2819 | NO | LABEL | INEXACT | TOPIC || 0.35 | 0.0 | 0.2333333333333333
Macaca_fascicularis | Ramachandran plot calculation | http://edamontology.org/operation_0396 | NO | LABEL | INEXACT | OPERATION || 0.40740740740740744 | 0.0 | 0.271604938271605
Macaca_mulatta | Ensembl ID ('Macaca mulatta') | http://edamontology.org/data_2686 | YES | LABEL | INEXACT | DATA || 0.46153846153846156 | 0.0 | 0.3076923076923077
Magnaporthe_grisea | Anaesthetics | http://edamontology.org/topic_3402 | NO | EXACT_SYNONYM | INEXACT | TOPIC || 0.38888888888888884 | 0.0 | 0.25925925925925924
Medicago_truncatula | Cell line name (truncated) | http://edamontology.org/data_2318 | NO | LABEL | INEXACT | DATA || 0.4347826086956522 | 0.0 | 0.2898550724637681
Mus_musculus | Small molecules | http://edamontology.org/topic_0154 | NO | LABEL | INEXACT | TOPIC || 0.4285714285714286 | 0.0 | 0.28571428571428575
Neurospora_crassa | NeuroMorpho ID | http://edamontology.org/data_2657 | NO | LABEL | INEXACT | DATA || 0.4117647058823529 | 0.0 | 0.2745098039215686
Oncorhynchus_mykiss | Codon usage bias | http://edamontology.org/data_2865 | NO | LABEL | INEXACT | DATA || 0.368421052631579 | 0.0 | 0.2456140350877193
Oryza_sativa | Translation | http://edamontology.org/topic_0108 | NO | NARROW_SYNONYM | INEXACT | TOPIC || 0.41666666666666663 | 0.0 | 0.27777777777777773
Pan_troglodytes | Ensembl ID ('Pan troglodytes') | http://edamontology.org/data_2694 | YES | LABEL | INEXACT | DATA || 0.4814814814814815 | 0.0 | 0.3209876543209877
Pan_troglodytes | Andrology | http://edamontology.org/topic_3420 | NO | NARROW_SYNONYM | INEXACT | TOPIC || 0.4666666666666667 | 0.0 | 0.3111111111111111
Plasmodium_falciparum | Gene ID (GeneDB Plasmodium falciparum) | http://edamontology.org/data_1799 | YES | LABEL | INEXACT | DATA || 0.5588235294117647 | 0.0 | 0.37254901960784315
Pseudomonas_aeruginosa | Pulmonary medicine | http://edamontology.org/topic_3322 | NO | EXACT_SYNONYM | INEXACT | TOPIC || 0.40909090909090906 | 0.0 | 0.2727272727272727
Rattus_norvegicus | Ensembl ID ('Rattus norvegicus') | http://edamontology.org/data_2695 | YES | LABEL | INEXACT | DATA || 0.5172413793103448 | 0.0 | 0.3448275862068965
Saccharomyces_cerevisiae | Microarray checks view rendering | http://edamontology.org/operation_2936 | NO | EXACT_SYNONYM | INEXACT | OPERATION || 0.3793103448275862 | 0.0 | 0.2528735632183908
Saccharum_officinarum | Nuclear medicine | http://edamontology.org/topic_3384 | NO | NARROW_SYNONYM | INEXACT | TOPIC || 0.38095238095238093 | 0.0 | 0.25396825396825395
Schizosaccharomyces_pombe | Gene ID (GeneDB Schizosaccharomyces pombe) | http://edamontology.org/data_1800 | YES | LABEL | INEXACT | DATA || 0.6052631578947368 | 0.0 | 0.40350877192982454
Staphylococcus_aureus | Small molecules | http://edamontology.org/topic_0154 | NO | LABEL | INEXACT | TOPIC || 0.33333333333333337 | 0.0 | 0.22222222222222224
Sus_scrofa | SwissProt format | http://edamontology.org/format_1963 | NO | EXACT_SYNONYM | INEXACT | FORMAT || 0.4 | 0.0 | 0.26666666666666666
Taeniopygia_guttata | Torsion angle data | http://edamontology.org/data_2991 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.42105263157894735 | 0.0 | 0.2807017543859649
Triticum_aestivum | Critical care medicine | http://edamontology.org/topic_3403 | NO | LABEL | INEXACT | TOPIC || 0.4 | 0.0 | 0.26666666666666666
Vitis_vinifera | Virus identifier | http://edamontology.org/data_2913 | NO | LABEL | INEXACT | DATA || 0.4666666666666667 | 0.0 | 0.3111111111111111
Xenopus_laevis | Genus name (virus) | http://edamontology.org/data_2733 | YES | LABEL | INEXACT | DATA || 0.375 | 0.0 | 0.25
Xenopus_tropicalis | Ensembl ID ('Xenopus tropicalis') | http://edamontology.org/data_2699 | YES | LABEL | INEXACT | DATA || 0.5333333333333333 | 0.0 | 0.35555555555555557
Zea_mays | Heat map | http://edamontology.org/data_1636 | NO | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
Zea_mays | Mammals | http://edamontology.org/topic_3048 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
AffymetrixChip | affymetrix | http://edamontology.org/format_1639 | NO | LABEL | INEXACT | FORMAT || 0.7142857142857143 | 0.7142857142857143 | 0.7142857142857143
AgilentChip | AGI identifier | http://edamontology.org/data_1895 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.5384615384615384 | 0.0 | 0.358974358974359
ClonetechChip | Clone ID | http://edamontology.org/data_1855 | NO | LABEL | INEXACT | DATA || 0.46153846153846156 | 0.0 | 0.3076923076923077
GEChip | EC | http://edamontology.org/data_1011 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.33333333333333337 | 0.33333333333333337 | 0.3333333333333333
GEChip | CHP | http://edamontology.org/format_1644 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
INDACChip | InChI | http://edamontology.org/format_1197 | NO | LABEL | INEXACT | FORMAT || 0.5555555555555556 | 0.0 | 0.3703703703703704
IlluminaChip | ChIP-on-chip | http://edamontology.org/topic_3179 | YES | LABEL | INEXACT | TOPIC || 0.41666666666666663 | 0.0 | 0.27777777777777773
QiagenChip | ChIP-on-chip | http://edamontology.org/topic_3179 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
QiagenChip | InChI | http://edamontology.org/format_1197 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
RNG_MRCChip | rcc | http://edamontology.org/format_3580 | NO | LABEL | INEXACT | FORMAT || 0.2727272727272727 | 0.2727272727272727 | 0.2727272727272727
RocheChip | ChEBI | http://edamontology.org/data_1724 | YES | LABEL | INEXACT | DATA || 0.4444444444444444 | 0.0 | 0.2962962962962963
UniversityHealthNetwork | Network | http://edamontology.org/data_2600 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.30434782608695654 | 0.30434782608695654 | 0.30434782608695654
CodelinkChip | ChIP-on-chip | http://edamontology.org/topic_3179 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
GACustomCDF | Atom ID | http://edamontology.org/data_0983 | NO | LABEL | INEXACT | DATA || 0.4545454545454546 | 0.0 | 0.30303030303030304
MBNICustomCDF | Misnomer | http://edamontology.org/data_1880 | YES | LABEL | INEXACT | DATA || 0.3846153846153846 | 0.0 | 0.2564102564102564
GeneCardsCustomSchema | GeneCards gene report format | http://edamontology.org/format_2329 | YES | LABEL | INEXACT | FORMAT || 0.48 | 0.0 | 0.32
GenomicSequence | Sequence | http://edamontology.org/data_2044 | NO | LABEL | INEXACT | DATA || 0.5333333333333333 | 0.5333333333333333 | 0.5333333333333333
GenomicSequence | Genomics | http://edamontology.org/topic_0622 | NO | LABEL | INEXACT | TOPIC || 0.5333333333333333 | 0.5333333333333333 | 0.5333333333333333
GenomicSequence | Genome indexing | http://edamontology.org/operation_3211 | NO | LABEL | INEXACT | OPERATION || 0.4666666666666667 | 0.0 | 0.3111111111111111
OperonHumanV3 | Operon | http://edamontology.org/topic_1311 | NO | LABEL | INEXACT | TOPIC || 0.46153846153846156 | 0.46153846153846156 | 0.4615384615384615
pedbarrayv9 | Array | http://edamontology.org/data_2082 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.4545454545454546 | 0.4545454545454546 | 0.4545454545454546
pedbarrayv10 | Array | http://edamontology.org/data_2082 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.41666666666666663 | 0.41666666666666663 | 0.4166666666666667
PartheenMetaData | Article metadata | http://edamontology.org/data_2857 | YES | LABEL | INEXACT | DATA || 0.6875 | 0.0 | 0.4583333333333333
r10kcod | PRINTS code | http://edamontology.org/data_1137 | NO | LABEL | INEXACT | DATA || 0.4 | 0.0 | 0.26666666666666666
rae230a | Rare diseases | http://edamontology.org/topic_3325 | NO | LABEL | INEXACT | TOPIC || 0.33333333333333337 | 0.0 | 0.22222222222222224
rae230b | MAGE-TAB | http://edamontology.org/format_3162 | NO | LABEL | INEXACT | FORMAT || 0.375 | 0.0 | 0.25
rat2302 | Reaction ID | http://edamontology.org/data_2108 | NO | LABEL | INEXACT | DATA || 0.30000000000000004 | 0.0 | 0.20000000000000004
rgu34a | rna | http://edamontology.org/format_1213 | NO | LABEL | INEXACT | FORMAT || 0.33333333333333337 | 0.0 | 0.22222222222222224
rgu34b | rgb | http://edamontology.org/format_3600 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
rgu34c | RGD ID | http://edamontology.org/data_2620 | NO | LABEL | INEXACT | DATA || 0.33333333333333337 | 0.0 | 0.22222222222222224
rgug4130a | Regulatory RNA | http://edamontology.org/topic_3060 | YES | LABEL | INEXACT | TOPIC || 0.3076923076923077 | 0.0 | 0.20512820512820515
ri16cod | PRINTS code | http://edamontology.org/data_1137 | NO | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
rnu34 | rna | http://edamontology.org/format_1213 | NO | LABEL | INEXACT | FORMAT || 0.4 | 0.0 | 0.26666666666666666
Roberts2005Annotation | Annotation | http://edamontology.org/data_2018 | YES | LABEL | INEXACT | DATA || 0.47619047619047616 | 0.47619047619047616 | 0.4761904761904761
Roberts2005Annotation | Annotation | http://edamontology.org/operation_0226 | NO | LABEL | INEXACT | OPERATION || 0.47619047619047616 | 0.47619047619047616 | 0.4761904761904761
Roberts2005Annotation | Sequence annotation | http://edamontology.org/topic_0221 | YES | LABEL | INEXACT | TOPIC || 0.5238095238095238 | 0.0 | 0.34920634920634924
rtu34 | Structure | http://edamontology.org/data_0883 | NO | LABEL | INEXACT | DATA || 0.33333333333333337 | 0.0 | 0.22222222222222224
rwgcod | RGD ID | http://edamontology.org/data_2620 | NO | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
SHDZ | PHD | http://edamontology.org/format_1633 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
u133x3p | markx3 | http://edamontology.org/format_1989 | NO | LABEL | INEXACT | FORMAT || 0.2857142857142857 | 0.0 | 0.19047619047619047
xenopuslaevis | Genus name (virus) | http://edamontology.org/data_2733 | YES | LABEL | INEXACT | DATA || 0.4375 | 0.0 | 0.2916666666666667
yeast2 | Yeast | http://edamontology.org/topic_2817 | YES | LABEL | INEXACT | TOPIC || 0.8333333333333334 | 0.8333333333333334 | 0.8333333333333334
yeast2 | FASTQ | http://edamontology.org/format_1930 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
ygs98 | pgSnp | http://edamontology.org/format_3012 | NO | LABEL | INEXACT | FORMAT || 0.4 | 0.0 | 0.26666666666666666
zebrafish | Fish | http://edamontology.org/topic_0210 | YES | LABEL | INEXACT | TOPIC || 0.4444444444444444 | 0.4444444444444444 | 0.4444444444444444
hcgi12k | HIX ID | http://edamontology.org/data_2771 | NO | LABEL | INEXACT | DATA || 0.2857142857142857 | 0.0 | 0.19047619047619047
hcgi8k | hennig86 | http://edamontology.org/format_1941 | NO | LABEL | INEXACT | FORMAT || 0.375 | 0.0 | 0.25
adme16cod | ADME | http://edamontology.org/topic_3375 | NO | EXACT_SYNONYM | INEXACT | TOPIC || 0.4444444444444444 | 0.4444444444444444 | 0.4444444444444444
ag | afg | http://edamontology.org/format_3582 | NO | LABEL | INEXACT | FORMAT || 0.6666666666666667 | 0.0 | 0.4444444444444445
ag | AGI ID | http://edamontology.org/data_1895 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.4 | 0.4 | 0.4000000000000001
ag | Ageing | http://edamontology.org/topic_3401 | NO | EXACT_SYNONYM | INEXACT | TOPIC || 0.33333333333333337 | 0.33333333333333337 | 0.3333333333333333
ath1121501 | Mathematics | http://edamontology.org/topic_3315 | NO | LABEL | INEXACT | TOPIC || 0.2727272727272727 | 0.0 | 0.1818181818181818
celegans | cel | http://edamontology.org/format_1638 | NO | LABEL | INEXACT | FORMAT || 0.375 | 0.375 | 0.375
drosgenome1 | Proteome | http://edamontology.org/topic_0644 | YES | LABEL | INEXACT | TOPIC || 0.5454545454545454 | 0.0 | 0.3636363636363636
drosgenome1 | Drug name | http://edamontology.org/data_2899 | NO | LABEL | INEXACT | DATA || 0.5454545454545454 | 0.0 | 0.3636363636363636
drosophila2 | Microscopy imaging | http://edamontology.org/topic_3382 | NO | NARROW_SYNONYM | INEXACT | TOPIC || 0.4117647058823529 | 0.0 | 0.2745098039215686
h10kcod | Hash code | http://edamontology.org/data_2190 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
h20kcod | Hash code | http://edamontology.org/data_2190 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
hcg110 | GCG | http://edamontology.org/format_1935 | NO | LABEL | INEXACT | FORMAT || 0.33333333333333337 | 0.0 | 0.22222222222222224
hgfocus | Locus | http://edamontology.org/data_2012 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.5714285714285714 | 0.0 | 0.38095238095238093
hgu133a2 | GFF2 | http://edamontology.org/format_1974 | NO | LABEL | INEXACT | FORMAT || 0.25 | 0.0 | 0.16666666666666666
hgu133a | Humans | http://edamontology.org/topic_2815 | NO | LABEL | INEXACT | TOPIC || 0.2857142857142857 | 0.0 | 0.19047619047619047
hgu133b | HUGO symbol | http://edamontology.org/data_1791 | YES | EXACT_SYNONYM | INEXACT | DATA || 0.30000000000000004 | 0.0 | 0.20000000000000004
hgu133plus2 | ChemIDplus ID | http://edamontology.org/data_2658 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.33333333333333337 | 0.0 | 0.22222222222222224
hgu95a | HGMD ID | http://edamontology.org/data_3265 | NO | LABEL | INEXACT | DATA || 0.33333333333333337 | 0.0 | 0.22222222222222224
hgu95av2 | Humans | http://edamontology.org/topic_2815 | NO | LABEL | INEXACT | TOPIC || 0.375 | 0.0 | 0.25
hgu95b | HGMD ID | http://edamontology.org/data_3265 | NO | LABEL | INEXACT | DATA || 0.33333333333333337 | 0.0 | 0.22222222222222224
hgu95c | HGNC | http://edamontology.org/data_1718 | YES | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
hgu95d | HGMD ID | http://edamontology.org/data_3265 | NO | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
hgu95e | HGVbase ID | http://edamontology.org/data_1151 | NO | LABEL | INEXACT | DATA || 0.33333333333333337 | 0.0 | 0.22222222222222224
hguatlas13k | Databank | http://edamontology.org/data_2831 | YES | LABEL | INEXACT | DATA || 0.36363636363636365 | 0.0 | 0.24242424242424243
hgug4100a | HUGO gene name | http://edamontology.org/data_1791 | YES | EXACT_SYNONYM | INEXACT | DATA || 0.33333333333333337 | 0.0 | 0.22222222222222224
hgug4101a | HUGO gene name | http://edamontology.org/data_1791 | YES | EXACT_SYNONYM | INEXACT | DATA || 0.33333333333333337 | 0.0 | 0.22222222222222224
hgug4110b | HUGO symbol | http://edamontology.org/data_1791 | YES | EXACT_SYNONYM | INEXACT | DATA || 0.30000000000000004 | 0.0 | 0.20000000000000004
hgug4111a | HUGO gene name | http://edamontology.org/data_1791 | YES | EXACT_SYNONYM | INEXACT | DATA || 0.33333333333333337 | 0.0 | 0.22222222222222224
hgug4112a | HUGO gene name | http://edamontology.org/data_1791 | YES | EXACT_SYNONYM | INEXACT | DATA || 0.33333333333333337 | 0.0 | 0.22222222222222224
hguqiagenv3 | Humans | http://edamontology.org/topic_2815 | NO | LABEL | INEXACT | TOPIC || 0.36363636363636365 | 0.0 | 0.24242424242424243
hi16cod | Hash code | http://edamontology.org/data_2190 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
hs25kresogen | Health care science | http://edamontology.org/topic_3376 | NO | BROAD_SYNONYM | INEXACT | TOPIC || 0.3529411764705882 | 0.0 | 0.2352941176470588
hu35ksuba | Humans | http://edamontology.org/topic_2815 | NO | LABEL | INEXACT | TOPIC || 0.33333333333333337 | 0.0 | 0.22222222222222224
hu35ksubb | Humans | http://edamontology.org/topic_2815 | NO | LABEL | INEXACT | TOPIC || 0.33333333333333337 | 0.0 | 0.22222222222222224
hu35ksubc | Humans | http://edamontology.org/topic_2815 | NO | LABEL | INEXACT | TOPIC || 0.33333333333333337 | 0.0 | 0.22222222222222224
hu35ksubd | Humans | http://edamontology.org/topic_2815 | NO | LABEL | INEXACT | TOPIC || 0.33333333333333337 | 0.0 | 0.22222222222222224
hu6800 | Humans | http://edamontology.org/topic_2815 | NO | LABEL | INEXACT | TOPIC || 0.33333333333333337 | 0.0 | 0.22222222222222224
HuO22 | Humans | http://edamontology.org/topic_2815 | NO | LABEL | INEXACT | TOPIC || 0.33333333333333337 | 0.0 | 0.22222222222222224
hwgcod | HGNC ID | http://edamontology.org/data_2298 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
indac | IDAT | http://edamontology.org/format_3578 | NO | LABEL | INEXACT | FORMAT || 0.6 | 0.0 | 0.39999999999999997
illuminaHumanv1 | File management | http://edamontology.org/topic_0220 | NO | EXACT_SYNONYM | INEXACT | TOPIC || 0.4 | 0.0 | 0.26666666666666666
illuminaHumanv2 | File management | http://edamontology.org/topic_0220 | NO | EXACT_SYNONYM | INEXACT | TOPIC || 0.4 | 0.0 | 0.26666666666666666
illuminaMousev1 | Allele name | http://edamontology.org/data_2299 | NO | NARROW_SYNONYM | INEXACT | DATA || 0.4 | 0.0 | 0.26666666666666666
illuminaMousev1p1 | GeneIlluminator gene report format | http://edamontology.org/format_1808 | YES | LABEL | INEXACT | FORMAT || 0.3548387096774194 | 0.0 | 0.23655913978494625
illuminaRatv1 | Immunoinformatics | http://edamontology.org/topic_0804 | NO | NARROW_SYNONYM | INEXACT | TOPIC || 0.4117647058823529 | 0.0 | 0.2745098039215686
JazaerimetaData | User metadata | http://edamontology.org/data_0960 | NO | LABEL | INEXACT | DATA || 0.6666666666666667 | 0.0 | 0.4444444444444445
lumiHumanV1 | Humans | http://edamontology.org/topic_2815 | NO | LABEL | INEXACT | TOPIC || 0.4545454545454546 | 0.0 | 0.30303030303030304
lumiMouseV1 | Viruses | http://edamontology.org/topic_0781 | NO | LABEL | INEXACT | TOPIC || 0.36363636363636365 | 0.0 | 0.24242424242424243
lumiHumanV2 | Humans | http://edamontology.org/topic_2815 | NO | LABEL | INEXACT | TOPIC || 0.4545454545454546 | 0.0 | 0.30303030303030304
lumiRatV1 | mira | http://edamontology.org/format_1629 | NO | LABEL | INEXACT | FORMAT || 0.4444444444444444 | 0.4444444444444444 | 0.4444444444444444
m10kcod | Hash code | http://edamontology.org/data_2190 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.375 | 0.0 | 0.25
m20kcod | Hash code | http://edamontology.org/data_2190 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.375 | 0.0 | 0.25
mi16cod | MINT ID | http://edamontology.org/data_2615 | NO | LABEL | INEXACT | DATA || 0.4285714285714286 | 0.0 | 0.28571428571428575
mm24kresogen | MMDB accession | http://edamontology.org/data_2667 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.3846153846153846 | 0.0 | 0.2564102564102564
mgu74a | MAGE-TAB | http://edamontology.org/format_3162 | NO | LABEL | INEXACT | FORMAT || 0.375 | 0.0 | 0.25
mgu74av2 | IMGT/HLA ID | http://edamontology.org/data_2773 | NO | LABEL | INEXACT | DATA || 0.30000000000000004 | 0.0 | 0.20000000000000004
mgu74b | MAGE-TAB | http://edamontology.org/format_3162 | NO | LABEL | INEXACT | FORMAT || 0.375 | 0.0 | 0.25
mgu74bv2 | GFF2 | http://edamontology.org/format_1974 | NO | LABEL | INEXACT | FORMAT || 0.25 | 0.0 | 0.16666666666666666
mgu74c | ambiguous | http://edamontology.org/format_2097 | NO | LABEL | INEXACT | FORMAT || 0.33333333333333337 | 0.0 | 0.22222222222222224
mgu74cv2 | Mouse clinic | http://edamontology.org/topic_3338 | NO | LABEL | INEXACT | TOPIC || 0.2727272727272727 | 0.0 | 0.1818181818181818
mguatlas5k | qual454 | http://edamontology.org/format_3611 | NO | LABEL | INEXACT | FORMAT || 0.4 | 0.0 | 0.26666666666666666
mgug4121a | mega | http://edamontology.org/format_1991 | NO | LABEL | INEXACT | FORMAT || 0.33333333333333337 | 0.0 | 0.22222222222222224
mgug4122a | mega | http://edamontology.org/format_1991 | NO | LABEL | INEXACT | FORMAT || 0.33333333333333337 | 0.0 | 0.22222222222222224
moe430a | mega | http://edamontology.org/format_1991 | NO | LABEL | INEXACT | FORMAT || 0.4285714285714286 | 0.0 | 0.28571428571428575
moe430b | MAGE-TAB | http://edamontology.org/format_3162 | NO | LABEL | INEXACT | FORMAT || 0.375 | 0.0 | 0.25
mouse4302 | Mouse clinic | http://edamontology.org/topic_3338 | NO | LABEL | INEXACT | TOPIC || 0.4545454545454546 | 0.0 | 0.30303030303030304
mouse430a2 | Mouse clinic | http://edamontology.org/topic_3338 | NO | LABEL | INEXACT | TOPIC || 0.4545454545454546 | 0.0 | 0.30303030303030304
mpedbarray | Array | http://edamontology.org/data_2082 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.5 | 0.5 | 0.5
mu11ksuba | EMBOSS USA | http://edamontology.org/data_1095 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.33333333333333337 | 0.0 | 0.22222222222222224
mu11ksubb | Stock number | http://edamontology.org/data_2779 | NO | LABEL | INEXACT | DATA || 0.2727272727272727 | 0.0 | 0.1818181818181818
mu19ksuba | EMBOSS USA | http://edamontology.org/data_1095 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.33333333333333337 | 0.0 | 0.22222222222222224
mu19ksubb | Stock number | http://edamontology.org/data_2779 | NO | LABEL | INEXACT | DATA || 0.2727272727272727 | 0.0 | 0.1818181818181818
mu19ksubc | Mouse clinic | http://edamontology.org/topic_3338 | NO | LABEL | INEXACT | TOPIC || 0.2727272727272727 | 0.0 | 0.1818181818181818
Mu15v1 | markx1 | http://edamontology.org/format_1986 | NO | LABEL | INEXACT | FORMAT || 0.33333333333333337 | 0.0 | 0.22222222222222224
Mu22v3 | markx3 | http://edamontology.org/format_1989 | NO | LABEL | INEXACT | FORMAT || 0.33333333333333337 | 0.0 | 0.22222222222222224
mwgcod | MGED | http://edamontology.org/data_1725 | YES | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
Norway981 | Informatics | http://edamontology.org/topic_0605 | NO | LABEL | INEXACT | TOPIC || 0.36363636363636365 | 0.0 | 0.24242424242424243
BSgenome | File name | http://edamontology.org/data_1050 | NO | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
cdf | PDF | http://edamontology.org/format_3508 | NO | LABEL | INEXACT | FORMAT || 0.6666666666666667 | 0.0 | 0.4444444444444445
ChipDb | PDB | http://edamontology.org/format_1476 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.5 | 0.5
ChipDb | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
ChipDb | ChEBI IDs | http://edamontology.org/data_1174 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
db0 | dbid | http://edamontology.org/format_1926 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
InparanoidDb | UniParc ID | http://edamontology.org/data_2392 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.41666666666666663 | 0.0 | 0.27777777777777773
OrganismDb | Organisms | http://edamontology.org/topic_0621 | NO | EXACT_SYNONYM | INEXACT | TOPIC || 0.8 | 0.0 | 0.5333333333333333
OrganismDb | Organism report | http://edamontology.org/data_2530 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.0 | 0.38095238095238093
OrgDb | rgb | http://edamontology.org/format_3600 | NO | LABEL | INEXACT | FORMAT || 0.6 | 0.0 | 0.39999999999999997
PolyPhen | Polymorphism | http://edamontology.org/topic_0199 | NO | NARROW_SYNONYM | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
probe | Probes | http://edamontology.org/topic_0632 | NO | NARROW_SYNONYM | INEXACT | TOPIC || 0.8333333333333334 | 0.8333333333333334 | 0.8333333333333334
SIFT | sif | http://edamontology.org/format_3619 | NO | LABEL | INEXACT | FORMAT || 0.75 | 0.75 | 0.75
